tile,n,rmse_raw,rmse_ml,mae_raw,mae_ml,improve_pct
S35W071,7916,3.764138860318453,2.914253767931469,1.4198168755736962,1.0431834401367301,22.578473428450565
S35W072,25038,2.3900849457112074,1.975871324764724,1.3163951410898809,0.9509198797637264,17.33049788417573
S36W071,1987,2.584325138194644,2.8627792054149324,1.5514175921876954,1.7421734531819986,-10.774730435614254
S36W072,25645,3.017276946462149,2.4513577202640517,1.4525016396021628,1.1199601679544173,18.755958973592236
S37W071,2449,2.448540850086325,2.320844019563782,1.4122648208489106,1.443006458298849,5.2152215683083645
S37W072,14466,3.774691176730839,2.9899789157348984,1.5411058370346902,1.2016188785652364,20.788780439399005
