elev_band,n,rmse_raw,rmse_corr,mae_raw,mae_corr,bias_raw,bias_corr,improve_pct
<200m,31858.0,4.578121302833572,3.528701139268459,2.5221173777273567,1.933041907211384,2.0455473957608676,0.18905292180923092,22.922506725970482
200–500m,20909.0,4.962852392586107,3.9939719010049544,2.4543087006400173,2.10491134707559,1.6067468779500567,0.042593036522027644,19.52265380748663
500–1000m,2170.0,5.7113246125864485,4.772960997222556,2.922920992938707,2.6605999696528806,1.5875847121430227,-0.2768576101372535,16.429877112849688
1000–2000m,2584.0,3.228245325907383,2.9649265477149864,1.7263180333882717,1.6495110105701425,0.7324229553005025,-0.13927520755791128,8.15671523100197
>2000m,328.0,20.266237147902597,12.945888741848709,12.981664727526148,8.79318709908613,10.828937271704929,6.098703490572,36.12090568481031
