ndvi_band,n,rmse_raw,rmse_corr,mae_raw,mae_corr,bias_raw,bias_corr,improve_pct
sparse (<0.2),27091.0,3.1848395608221867,1.757143020955639,1.417388503551437,0.8770381241068358,0.7728582384026695,-0.002269532339062701,44.82789517654631
low (0.2–0.4),30189.0,3.0486713926146525,1.7290509000898222,1.4966694926688622,0.8785134391616666,1.1820319435485034,0.010203927542209558,43.28510103521113
med (0.4–0.6),18223.0,2.9533052120216103,1.4610244109619264,1.3592657547233389,0.7580205792514446,1.076056375776757,-0.008823963628692113,50.52917642867602
dense (0.6–0.8),1700.0,2.059098282530431,0.876046824482489,0.9217475429163232,0.5339054122014942,0.8030094387718159,-0.025954538863478274,57.45483195654396
